watch_id,profile_id,content_id,watch_duration_min,completion_rate_percent,device,timestamp
W01878,P0061,C0260,12,84,Laptop,2024-03-20 16:27:00
W01879,P0103,C0239,47,74,TV,2024-03-05 09:45:00
W01880,P0452,C0245,39,78,TV,2024-01-17 08:54:00
W01881,P0393,C0260,114,66,TV,2024-05-14 11:32:00
W01882,P0119,C0183,26,54,Mobile,2024-03-11 01:47:00
W01883,P0017,C0255,70,58,Laptop,2024-03-19 19:45:00
W01884,P0305,C0388,106,83,Tablet,2024-02-15 16:44:00
W01885,P0191,C0381,98,71,Laptop,2024-03-18 17:19:00
W01886,P0212,C0164,99,48,Laptop,2024-03-11 10:07:00
W01887,P0078,C0292,45,86,Tablet,2024-05-26 00:01:00
W01888,P0046,C0256,8,30,Tablet,2024-01-10 07:13:00
W01889,P0093,C0191,102,62,TV,2024-05-04 18:24:00
W01890,P0377,C0242,14,54,TV,2024-05-19 19:33:00
W01891,P0013,C0142,98,37,TV,2024-02-01 14:32:00
W01892,P0228,C0349,71,62,Mobile,2024-03-24 02:08:00
W01893,P0301,C0395,142,18,Mobile,2024-02-27 20:21:00
W01894,P0437,C0358,77,84,Laptop,2024-05-25 15:01:00
W01895,P0017,C0101,149,80,Mobile,2024-02-14 18:40:00
W01896,P0303,C0209,57,70,Mobile,2024-01-23 08:54:00
W01897,P0062,C0225,8,36,Tablet,2024-05-14 17:47:00
W01898,P0434,C0164,72,31,TV,2024-01-27 13:13:00
W01899,P0043,C0306,117,39,Tablet,2024-04-06 16:14:00
W01900,P0068,C0344,100,93,TV,2024-02-05 10:20:00
W01901,P0380,C0178,106,24,Laptop,2024-02-24 11:43:00
W01902,P0212,C0211,143,24,Tablet,2024-03-09 19:13:00
W01903,P0203,C0242,48,62,TV,2024-02-24 14:07:00
W01904,P0490,C0316,123,85,Tablet,2024-03-27 13:25:00
W01905,P0214,C0116,114,90,Tablet,2024-04-28 22:37:00
W01906,P0109,C0154,50,32,TV,2024-02-04 01:18:00
W01907,P0456,C0241,27,79,Mobile,2024-03-07 06:52:00
W01908,P0284,C0179,110,25,Tablet,2024-02-03 02:48:00
W01909,P0429,C0249,130,100,Laptop,2024-03-11 08:34:00
W01910,P0425,C0227,94,96,Mobile,2024-02-27 00:31:00
W01911,P0094,C0258,102,74,Tablet,2024-01-31 09:53:00
W01912,P0225,C0379,79,54,Laptop,2024-02-12 10:16:00
W01913,P0225,C0138,118,16,Laptop,2024-01-01 04:29:00
W01914,P0239,C0257,124,54,TV,2024-01-06 18:46:00
W01915,P0118,C0388,89,48,Mobile,2024-01-10 09:42:00
W01916,P0420,C0212,47,59,Mobile,2024-03-30 03:45:00
W01917,P0091,C0290,92,58,TV,2024-05-28 02:05:00
W01918,P0340,C0206,147,57,Tablet,2024-04-06 01:13:00
W01919,P0289,C0191,134,58,Tablet,2024-04-24 20:14:00
W01920,P0281,C0149,137,49,Laptop,2024-02-20 00:55:00
W01921,P0492,C0261,108,48,Laptop,2024-02-10 00:31:00
W01922,P0491,C0104,97,66,Laptop,2024-01-15 09:33:00
W01923,P0019,C0298,45,91,Laptop,2024-01-28 03:06:00
W01924,P0175,C0354,36,72,TV,2024-05-09 10:38:00
W01925,P0469,C0190,110,65,Tablet,2024-02-05 01:53:00
W01926,P0106,C0120,6,95,Laptop,2024-01-13 21:34:00
W01927,P0289,C0177,14,11,Mobile,2024-03-29 20:38:00
W01928,P0248,C0320,123,35,Laptop,2024-01-22 07:26:00
W01929,P0323,C0262,105,32,Laptop,2024-03-14 08:56:00
W01930,P0142,C0215,114,27,Tablet,2024-04-10 02:55:00
W01931,P0463,C0194,71,92,Laptop,2024-04-26 19:49:00
W01932,P0417,C0233,27,97,TV,2024-02-10 07:08:00
W01933,P0298,C0272,102,77,Tablet,2024-03-28 06:05:00
W01934,P0470,C0214,101,69,Tablet,2024-04-29 10:08:00
W01935,P0193,C0109,10,11,Laptop,2024-05-24 12:07:00
W01936,P0351,C0399,17,58,TV,2024-02-26 19:13:00
W01937,P0303,C0360,25,47,Tablet,2024-04-05 14:48:00
W01938,P0291,C0270,62,40,Mobile,2024-03-02 16:23:00
W01939,P0373,C0198,124,49,Laptop,2024-05-16 13:55:00
W01940,P0468,C0269,124,89,Tablet,2024-03-21 21:36:00
W01941,P0416,C0318,140,62,Laptop,2024-04-26 13:37:00
W01942,P0439,C0144,81,73,Mobile,2024-04-21 18:37:00
W01943,P0438,C0361,102,42,Laptop,2024-03-25 11:00:00
W01944,P0332,C0385,62,67,Laptop,2024-05-25 11:34:00
W01945,P0435,C0226,90,59,TV,2024-03-14 15:12:00
W01946,P0208,C0360,5,73,TV,2024-01-18 08:15:00
W01947,P0443,C0314,81,12,Mobile,2024-04-10 09:16:00
W01948,P0456,C0300,14,70,TV,2024-03-22 01:12:00
W01949,P0248,C0336,73,91,Tablet,2024-01-14 02:36:00
W01950,P0142,C0236,66,19,TV,2024-05-11 22:41:00
W01951,P0402,C0216,17,75,Tablet,2024-05-27 23:19:00
W01952,P0384,C0255,14,60,Mobile,2024-04-29 09:18:00
W01953,P0311,C0118,7,39,Mobile,2024-04-16 04:24:00
W01954,P0222,C0104,38,34,Laptop,2024-03-19 02:34:00
W01955,P0225,C0265,38,52,Tablet,2024-01-15 16:27:00
W01956,P0354,C0227,89,97,Laptop,2024-01-19 14:17:00
W01957,P0184,C0313,62,73,Laptop,2024-01-26 12:08:00
W01958,P0364,C0148,109,68,Laptop,2024-04-01 05:37:00
W01959,P0305,C0146,13,71,Tablet,2024-05-10 07:29:00
W01960,P0482,C0146,45,19,TV,2024-02-11 13:06:00
W01961,P0188,C0148,29,73,Tablet,2024-01-17 09:47:00
W01962,P0113,C0287,40,69,TV,2024-03-03 10:42:00
W01963,P0181,C0220,12,99,Tablet,2024-04-16 17:52:00
W01964,P0199,C0232,130,97,Mobile,2024-02-24 11:05:00
W01965,P0390,C0119,118,29,Mobile,2024-04-08 22:11:00
W01966,P0070,C0375,109,58,TV,2024-04-09 17:49:00
W01967,P0086,C0332,97,83,Laptop,2024-02-15 14:27:00
W01968,P0392,C0142,93,36,Laptop,2024-05-23 06:47:00
W01969,P0485,C0192,42,60,Laptop,2024-02-23 19:12:00
W01970,P0399,C0361,96,66,Laptop,2024-02-18 21:29:00
W01971,P0410,C0148,123,88,Tablet,2024-04-27 07:43:00
W01972,P0039,C0382,105,88,Mobile,2024-05-23 07:21:00
W01973,P0131,C0174,117,46,Tablet,2024-04-01 19:17:00
W01974,P0441,C0316,32,12,Tablet,2024-05-23 02:27:00
W01975,P0010,C0321,103,38,Tablet,2024-03-20 18:14:00
W01976,P0003,C0209,140,77,TV,2024-03-18 13:30:00
W01977,P0478,C0235,45,56,Mobile,2024-03-30 22:37:00
W01978,P0302,C0338,122,89,TV,2024-01-26 19:04:00
W01979,P0150,C0255,27,78,Laptop,2024-02-14 12:03:00
W01980,P0067,C0156,27,30,Mobile,2024-03-03 16:02:00
W01981,P0193,C0298,36,51,TV,2024-03-08 07:38:00
W01982,P0097,C0138,142,30,TV,2024-01-02 06:37:00
W01983,P0019,C0317,85,11,Tablet,2024-04-17 21:49:00
W01984,P0484,C0331,103,87,TV,2024-02-18 19:23:00
W01985,P0318,C0357,67,78,TV,2024-02-13 13:00:00
W01986,P0098,C0309,40,16,Laptop,2024-03-18 14:53:00
W01987,P0057,C0301,97,84,Laptop,2024-04-07 12:27:00
W01988,P0351,C0237,50,44,TV,2024-01-26 11:00:00
W01989,P0107,C0228,31,39,TV,2024-02-17 16:35:00
W01990,P0088,C0153,80,53,TV,2024-03-06 12:25:00
W01991,P0460,C0184,105,55,Tablet,2024-03-27 18:22:00
W01992,P0141,C0309,13,64,Tablet,2024-01-23 22:40:00
W01993,P0144,C0385,133,10,Tablet,2024-02-17 23:23:00
W01994,P0400,C0136,60,63,Laptop,2024-05-09 09:55:00
W01995,P0371,C0315,91,89,Mobile,2024-01-20 09:17:00
W01996,P0375,C0127,22,10,Tablet,2024-05-10 20:06:00
W01997,P0052,C0246,46,72,Tablet,2024-01-12 22:25:00
W01998,P0212,C0118,115,64,TV,2024-04-09 01:17:00
W01999,P0041,C0218,77,95,Tablet,2024-01-16 22:42:00
W02000,P0304,C0237,69,86,Mobile,2024-02-13 03:57:00
W02001,P0091,C0167,137,36,Laptop,2024-05-13 20:15:00
W02002,P0039,C0130,14,24,Tablet,2024-04-09 04:37:00
W02003,P0013,C0173,64,90,Laptop,2024-01-18 08:43:00
W02004,P0388,C0223,76,18,Tablet,2024-05-02 21:09:00
W02005,P0096,C0328,56,78,Laptop,2024-04-26 17:54:00
W02006,P0109,C0373,66,68,Laptop,2024-03-11 07:59:00
W02007,P0104,C0346,121,32,Tablet,2024-02-17 17:22:00
W02008,P0354,C0139,129,20,Tablet,2024-01-06 01:23:00
W02009,P0231,C0270,64,33,Laptop,2024-02-22 10:18:00
W02010,P0043,C0202,90,81,Mobile,2024-04-10 13:35:00
W02011,P0209,C0394,147,63,Mobile,2024-05-14 07:22:00
W02012,P0088,C0343,99,40,Mobile,2024-03-09 08:42:00
W02013,P0093,C0257,11,31,Mobile,2024-05-22 03:11:00
W02014,P0174,C0365,43,23,Tablet,2024-05-10 06:17:00
W02015,P0476,C0357,11,14,TV,2024-03-09 08:54:00
W02016,P0126,C0223,144,26,Laptop,2024-02-06 17:12:00
W02017,P0109,C0147,18,91,Mobile,2024-01-15 23:30:00
W02018,P0047,C0110,38,92,Mobile,2024-04-02 08:48:00
W02019,P0214,C0244,126,80,TV,2024-05-28 13:59:00
W02020,P0092,C0399,77,99,TV,2024-05-28 14:48:00
W02021,P0181,C0252,68,98,Tablet,2024-01-11 07:01:00
W02022,P0409,C0236,101,91,Laptop,2024-03-12 07:51:00
W02023,P0041,C0175,16,53,Laptop,2024-05-04 09:06:00
W02024,P0259,C0126,130,88,TV,2024-04-28 17:17:00
W02025,P0121,C0107,38,58,TV,2024-01-10 06:03:00
W02026,P0077,C0179,31,74,TV,2024-04-28 21:01:00
W02027,P0095,C0115,22,13,Tablet,2024-02-03 19:52:00
W02028,P0269,C0307,41,18,Laptop,2024-01-10 10:33:00
W02029,P0361,C0189,139,45,TV,2024-05-24 16:02:00
W02030,P0018,C0197,72,60,Mobile,2024-04-24 12:59:00
W02031,P0293,C0316,84,41,Laptop,2024-04-12 08:35:00
W02032,P0171,C0359,90,97,Laptop,2024-05-20 14:25:00
W02033,P0162,C0387,64,27,Mobile,2024-04-15 18:28:00
W02034,P0465,C0175,52,24,Mobile,2024-04-30 19:15:00
W02035,P0311,C0342,104,29,Laptop,2024-03-22 03:16:00
W02036,P0052,C0117,88,67,Laptop,2024-01-19 10:41:00
W02037,P0469,C0277,99,49,TV,2024-01-12 18:24:00
W02038,P0036,C0359,56,75,Tablet,2024-03-14 14:25:00
W02039,P0438,C0223,81,98,Tablet,2024-01-06 06:31:00
W02040,P0187,C0211,88,22,TV,2024-05-04 05:06:00
W02041,P0370,C0356,58,100,Mobile,2024-01-11 14:54:00
W02042,P0248,C0334,43,22,Mobile,2024-05-19 14:00:00
W02043,P0052,C0140,27,71,Mobile,2024-01-02 08:39:00
W02044,P0488,C0222,52,37,Mobile,2024-05-18 10:35:00
W02045,P0019,C0315,117,55,TV,2024-02-22 12:19:00
W02046,P0396,C0396,124,24,Laptop,2024-01-10 07:48:00
W02047,P0092,C0386,131,94,TV,2024-04-21 17:11:00
W02048,P0139,C0381,45,53,Mobile,2024-02-05 07:56:00
W02049,P0304,C0107,51,32,TV,2024-04-15 07:39:00
W02050,P0357,C0192,76,76,Tablet,2024-01-14 12:31:00
W02051,P0220,C0223,61,87,Tablet,2024-03-26 03:55:00
W02052,P0099,C0196,66,75,Mobile,2024-02-19 07:57:00
W02053,P0236,C0101,90,59,TV,2024-01-20 03:35:00
W02054,P0207,C0191,61,22,Tablet,2024-03-27 02:14:00
W02055,P0144,C0107,76,11,Laptop,2024-05-16 19:12:00
W02056,P0493,C0220,128,85,Mobile,2024-02-07 21:09:00
W02057,P0199,C0229,21,100,TV,2024-02-13 01:25:00
W02058,P0303,C0279,84,43,Mobile,2024-02-13 23:18:00
W02059,P0323,C0198,43,49,Tablet,2024-05-01 23:33:00
W02060,P0287,C0143,147,78,Laptop,2024-05-24 17:54:00
W02061,P0332,C0283,21,70,Tablet,2024-02-07 15:19:00
W02062,P0264,C0285,39,34,Mobile,2024-02-20 04:25:00
W02063,P0217,C0153,37,84,Laptop,2024-04-29 11:51:00
W02064,P0189,C0328,115,86,TV,2024-05-28 21:11:00
W02065,P0044,C0261,139,72,Tablet,2024-03-10 00:56:00
W02066,P0434,C0335,78,37,Laptop,2024-05-05 00:38:00
W02067,P0291,C0300,102,94,Mobile,2024-02-02 17:21:00
W02068,P0460,C0101,22,65,TV,2024-02-26 12:35:00
W02069,P0189,C0114,27,35,Mobile,2024-04-05 22:01:00
W02070,P0469,C0313,35,36,Mobile,2024-01-27 01:49:00
W02071,P0474,C0377,18,35,TV,2024-02-01 00:24:00
W02072,P0439,C0134,27,24,Laptop,2024-03-15 13:10:00
W02073,P0194,C0370,6,59,Laptop,2024-02-26 02:59:00
W02074,P0270,C0268,77,15,TV,2024-05-05 05:42:00
W02075,P0366,C0270,63,77,TV,2024-01-31 09:35:00
W02076,P0260,C0182,37,13,Mobile,2024-02-02 20:36:00
W02077,P0401,C0237,144,39,Mobile,2024-01-02 08:49:00
W02078,P0239,C0333,87,86,Tablet,2024-03-24 07:14:00
W02079,P0112,C0215,39,18,TV,2024-04-23 17:00:00
W02080,P0069,C0352,45,51,Tablet,2024-05-25 10:21:00
W02081,P0408,C0389,114,23,TV,2024-03-28 09:43:00
W02082,P0049,C0149,145,49,Tablet,2024-05-04 05:08:00
W02083,P0311,C0104,43,12,Mobile,2024-05-17 05:42:00
W02084,P0455,C0276,120,50,Mobile,2024-05-18 03:13:00
W02085,P0151,C0372,76,42,Laptop,2024-01-13 17:45:00
W02086,P0239,C0126,93,88,Tablet,2024-05-26 03:29:00
W02087,P0337,C0170,145,69,TV,2024-04-03 21:38:00
W02088,P0396,C0393,60,73,Tablet,2024-01-23 21:14:00
W02089,P0395,C0334,103,71,Mobile,2024-02-23 13:52:00
W02090,P0115,C0331,50,88,Laptop,2024-05-19 13:11:00
W02091,P0075,C0363,104,16,Tablet,2024-02-03 16:56:00
W02092,P0098,C0386,117,85,Mobile,2024-05-15 00:56:00
W02093,P0383,C0174,115,59,TV,2024-04-21 00:04:00
W02094,P0111,C0221,78,48,Laptop,2024-01-13 22:42:00
W02095,P0357,C0106,73,80,Mobile,2024-01-29 21:22:00
W02096,P0370,C0124,35,56,TV,2024-03-30 10:15:00
W02097,P0285,C0294,129,79,Tablet,2024-05-02 11:37:00
W02098,P0256,C0268,28,35,TV,2024-03-16 14:57:00
W02099,P0318,C0310,36,67,TV,2024-04-17 11:07:00
W02100,P0309,C0233,117,82,TV,2024-03-22 09:48:00
W02101,P0117,C0392,20,60,Laptop,2024-01-02 10:38:00
W02102,P0176,C0274,112,97,Mobile,2024-05-14 04:41:00
W02103,P0228,C0251,28,61,Mobile,2024-03-28 20:27:00
W02104,P0347,C0188,38,25,TV,2024-01-16 19:34:00
W02105,P0106,C0366,132,57,Tablet,2024-03-13 09:03:00
W02106,P0342,C0170,56,36,Tablet,2024-01-15 16:36:00
W02107,P0384,C0305,52,42,Mobile,2024-05-20 22:33:00
W02108,P0450,C0132,91,32,Tablet,2024-02-21 14:04:00
W02109,P0239,C0143,123,54,TV,2024-04-19 20:01:00
W02110,P0100,C0218,42,92,Mobile,2024-05-22 23:05:00
W02111,P0176,C0115,134,92,Mobile,2024-05-06 17:43:00
W02112,P0350,C0215,73,31,Tablet,2024-04-08 04:14:00
W02113,P0443,C0120,86,51,Mobile,2024-05-22 11:49:00
W02114,P0455,C0278,122,42,Laptop,2024-03-05 14:59:00
W02115,P0441,C0362,57,19,TV,2024-01-11 00:25:00
W02116,P0249,C0179,54,56,Laptop,2024-03-25 08:15:00
W02117,P0076,C0220,78,88,Mobile,2024-05-02 19:27:00
W02118,P0003,C0126,110,48,Tablet,2024-03-08 10:15:00
W02119,P0081,C0122,54,55,Laptop,2024-03-20 11:10:00
W02120,P0361,C0301,20,81,Laptop,2024-02-22 14:33:00
W02121,P0288,C0164,91,60,Laptop,2024-02-13 05:56:00
W02122,P0008,C0314,98,34,Tablet,2024-04-06 08:43:00
W02123,P0087,C0393,74,91,Tablet,2024-03-09 15:49:00
W02124,P0486,C0178,104,24,Mobile,2024-01-28 22:15:00
W02125,P0286,C0316,148,67,Tablet,2024-04-08 03:16:00
W02126,P0399,C0324,32,68,Laptop,2024-04-19 20:49:00
W02127,P0074,C0128,90,35,Mobile,2024-03-17 10:14:00
W02128,P0439,C0301,122,50,Tablet,2024-04-15 23:08:00
W02129,P0123,C0167,15,53,TV,2024-04-21 09:29:00
W02130,P0377,C0226,133,94,Tablet,2024-03-18 18:18:00
W02131,P0294,C0295,73,31,Tablet,2024-02-11 07:01:00
W02132,P0143,C0274,109,46,Mobile,2024-03-08 20:04:00
W02133,P0158,C0187,40,23,Mobile,2024-02-02 01:10:00
W02134,P0430,C0254,70,13,Mobile,2024-02-25 18:48:00
W02135,P0448,C0310,138,33,TV,2024-04-10 12:47:00
W02136,P0410,C0113,129,75,TV,2024-02-20 06:16:00
W02137,P0371,C0264,145,72,Tablet,2024-05-22 11:17:00
W02138,P0109,C0355,80,74,Tablet,2024-05-22 03:40:00
W02139,P0334,C0164,42,75,Mobile,2024-03-23 03:01:00
W02140,P0195,C0176,10,22,Mobile,2024-02-20 08:41:00
W02141,P0036,C0122,130,36,TV,2024-05-19 16:53:00
W02142,P0090,C0160,96,90,TV,2024-01-04 14:22:00
W02143,P0462,C0156,32,26,Mobile,2024-05-25 14:07:00
W02144,P0415,C0268,93,78,Tablet,2024-02-05 21:44:00
W02145,P0462,C0305,9,97,TV,2024-04-07 01:40:00
W02146,P0296,C0359,115,66,Mobile,2024-01-09 09:32:00
W02147,P0330,C0291,112,81,Mobile,2024-02-22 10:57:00
W02148,P0201,C0155,49,82,Mobile,2024-03-03 03:45:00
W02149,P0046,C0384,116,27,TV,2024-04-14 12:51:00
W02150,P0488,C0364,6,25,Tablet,2024-04-02 21:18:00
W02151,P0107,C0359,94,60,TV,2024-01-28 11:21:00
W02152,P0170,C0189,119,49,Tablet,2024-03-20 09:47:00
W02153,P0146,C0322,67,48,TV,2024-04-25 18:12:00
W02154,P0356,C0189,96,65,Mobile,2024-04-07 12:25:00
W02155,P0420,C0159,74,63,Mobile,2024-01-01 19:50:00
W02156,P0460,C0252,8,53,Laptop,2024-04-05 06:07:00
W02157,P0178,C0128,61,55,Mobile,2024-03-31 14:15:00
W02158,P0061,C0325,51,41,Tablet,2024-03-30 09:20:00
W02159,P0424,C0151,112,57,Mobile,2024-02-07 15:18:00
W02160,P0003,C0363,99,70,Laptop,2024-05-29 19:15:00
W02161,P0082,C0379,48,75,Mobile,2024-02-28 16:08:00
W02162,P0263,C0146,41,47,Mobile,2024-03-08 03:18:00
W02163,P0287,C0206,67,52,TV,2024-05-09 07:51:00
W02164,P0321,C0384,16,13,Tablet,2024-05-05 16:30:00
W02165,P0095,C0124,21,14,Laptop,2024-04-20 19:51:00
W02166,P0064,C0107,38,67,TV,2024-02-17 17:54:00
W02167,P0246,C0103,136,46,Laptop,2024-02-12 11:28:00
W02168,P0077,C0358,102,35,Mobile,2024-05-03 07:53:00
W02169,P0477,C0363,50,18,Laptop,2024-03-20 11:36:00
W02170,P0259,C0221,18,24,TV,2024-04-20 15:10:00
W02171,P0093,C0308,17,97,Mobile,2024-01-27 15:59:00
W02172,P0291,C0121,53,97,TV,2024-04-22 14:13:00
W02173,P0271,C0240,71,98,Tablet,2024-04-23 16:56:00
W02174,P0021,C0380,25,35,Tablet,2024-05-03 13:36:00
W02175,P0062,C0389,55,72,Tablet,2024-03-16 22:14:00
W02176,P0339,C0306,42,96,Laptop,2024-02-25 11:47:00
W02177,P0412,C0143,123,79,Tablet,2024-04-04 17:47:00
W02178,P0260,C0218,30,36,Laptop,2024-03-27 21:09:00
W02179,P0237,C0105,10,63,Laptop,2024-03-24 03:26:00
W02180,P0141,C0307,22,92,TV,2024-01-16 02:44:00
W02181,P0463,C0223,118,40,Mobile,2024-05-28 19:28:00
W02182,P0435,C0242,138,41,Mobile,2024-02-06 05:32:00
W02183,P0432,C0332,61,11,TV,2024-05-26 06:53:00
W02184,P0167,C0264,29,27,Tablet,2024-02-14 23:45:00
W02185,P0480,C0135,52,37,TV,2024-03-02 06:59:00
W02186,P0067,C0111,28,80,TV,2024-04-09 13:39:00
W02187,P0350,C0175,91,96,Mobile,2024-01-19 06:04:00
W02188,P0058,C0400,49,97,Laptop,2024-02-13 17:10:00
W02189,P0212,C0298,47,34,TV,2024-04-26 09:39:00
W02190,P0130,C0364,76,48,TV,2024-02-03 05:24:00
W02191,P0498,C0324,74,58,Laptop,2024-02-24 12:57:00
W02192,P0025,C0222,37,13,Mobile,2024-02-11 22:00:00
W02193,P0011,C0174,101,61,Tablet,2024-05-01 06:33:00
W02194,P0257,C0128,49,92,TV,2024-01-10 23:01:00
W02195,P0304,C0271,11,77,Tablet,2024-05-07 11:30:00
W02196,P0369,C0316,110,66,Tablet,2024-05-28 06:31:00
W02197,P0432,C0201,74,22,TV,2024-04-01 14:40:00
W02198,P0394,C0346,49,74,Tablet,2024-03-18 01:24:00
W02199,P0081,C0193,41,72,TV,2024-01-30 00:48:00
W02200,P0286,C0163,143,80,Laptop,2024-01-09 19:28:00
W02201,P0419,C0366,12,34,Laptop,2024-03-09 18:01:00
W02202,P0370,C0306,137,32,Laptop,2024-03-02 07:58:00
W02203,P0019,C0180,12,39,Laptop,2024-02-21 21:59:00
W02204,P0110,C0137,9,70,Mobile,2024-03-03 02:26:00
W02205,P0437,C0111,14,16,Laptop,2024-02-19 16:55:00
W02206,P0034,C0215,19,63,TV,2024-04-06 07:25:00
W02207,P0288,C0190,60,26,TV,2024-02-12 23:21:00
W02208,P0332,C0332,118,69,TV,2024-04-17 21:29:00
W02209,P0491,C0119,59,75,Tablet,2024-04-04 04:21:00
W02210,P0255,C0152,135,47,TV,2024-02-26 14:56:00
W02211,P0126,C0374,45,22,Mobile,2024-03-11 03:38:00
W02212,P0209,C0194,142,61,Mobile,2024-01-21 01:31:00
W02213,P0134,C0132,139,61,Mobile,2024-05-06 01:19:00
W02214,P0499,C0251,119,41,Mobile,2024-02-25 21:01:00
W02215,P0397,C0240,67,95,Mobile,2024-04-25 15:15:00
W02216,P0487,C0158,92,18,Mobile,2024-01-25 02:35:00
W02217,P0086,C0121,38,26,Laptop,2024-01-05 10:31:00
W02218,P0075,C0249,126,91,Mobile,2024-01-21 18:00:00
W02219,P0448,C0321,104,49,Tablet,2024-04-02 00:18:00
W02220,P0135,C0321,111,100,Mobile,2024-05-07 20:16:00
W02221,P0301,C0342,66,84,TV,2024-05-10 04:36:00
W02222,P0173,C0319,142,63,TV,2024-02-09 22:26:00
W02223,P0213,C0129,104,63,Tablet,2024-05-06 03:56:00
W02224,P0321,C0147,58,37,Mobile,2024-02-24 11:23:00
W02225,P0350,C0158,42,81,Laptop,2024-04-18 20:07:00
W02226,P0019,C0375,118,59,Laptop,2024-04-21 20:21:00
W02227,P0499,C0240,29,27,Laptop,2024-04-24 06:12:00
W02228,P0119,C0123,69,22,Laptop,2024-03-27 03:20:00
W02229,P0303,C0163,104,42,Mobile,2024-03-21 08:28:00
W02230,P0302,C0152,147,24,Tablet,2024-03-06 04:34:00
W02231,P0285,C0366,21,95,Laptop,2024-05-14 19:01:00
W02232,P0227,C0267,33,47,Mobile,2024-02-11 00:41:00
W02233,P0212,C0251,9,15,Mobile,2024-02-28 13:07:00
W02234,P0356,C0111,15,54,Mobile,2024-03-13 17:20:00
W02235,P0189,C0195,85,68,Mobile,2024-01-27 15:42:00
W02236,P0487,C0172,37,92,Mobile,2024-01-02 09:34:00
W02237,P0321,C0148,53,87,TV,2024-03-02 10:11:00
W02238,P0151,C0372,125,57,Mobile,2024-01-19 13:56:00
W02239,P0223,C0195,22,50,Mobile,2024-04-26 12:37:00
W02240,P0128,C0333,119,92,Mobile,2024-03-21 07:03:00
W02241,P0248,C0148,9,88,TV,2024-05-11 03:23:00
W02242,P0051,C0308,49,83,TV,2024-01-29 03:15:00
W02243,P0191,C0327,124,64,Tablet,2024-02-20 00:13:00
W02244,P0483,C0177,132,70,Tablet,2024-03-09 19:29:00
W02245,P0500,C0319,42,11,Mobile,2024-02-26 12:02:00
W02246,P0495,C0181,113,11,Laptop,2024-01-12 20:33:00
W02247,P0237,C0137,100,94,Mobile,2024-01-17 13:17:00
W02248,P0022,C0202,98,85,Tablet,2024-03-28 21:42:00
W02249,P0110,C0291,33,19,Laptop,2024-05-08 22:38:00
W02250,P0327,C0129,141,85,Laptop,2024-02-01 04:11:00
W02251,P0033,C0353,27,48,Tablet,2024-01-09 04:30:00
W02252,P0127,C0351,135,11,Mobile,2024-01-27 20:34:00
W02253,P0365,C0326,90,74,Tablet,2024-04-18 18:19:00
W02254,P0356,C0194,62,75,Laptop,2024-05-27 22:24:00
W02255,P0044,C0186,15,96,TV,2024-04-18 10:40:00
W02256,P0007,C0210,46,90,Mobile,2024-01-10 17:50:00
W02257,P0128,C0317,135,61,Tablet,2024-05-02 18:39:00
W02258,P0091,C0296,18,94,Tablet,2024-04-12 14:51:00
W02259,P0130,C0397,50,53,Tablet,2024-03-26 19:29:00
W02260,P0017,C0144,128,43,TV,2024-04-21 17:30:00
W02261,P0321,C0190,64,82,TV,2024-01-18 11:18:00
W02262,P0186,C0255,40,90,Mobile,2024-03-22 07:07:00
W02263,P0110,C0209,30,54,Mobile,2024-03-12 13:41:00
W02264,P0286,C0159,69,41,Mobile,2024-03-11 15:31:00
W02265,P0470,C0210,134,14,Tablet,2024-05-25 17:41:00
W02266,P0348,C0206,74,87,TV,2024-05-16 11:52:00
W02267,P0481,C0321,130,98,Mobile,2024-02-04 09:53:00
W02268,P0410,C0363,44,95,TV,2024-05-12 23:41:00
W02269,P0163,C0182,114,72,Laptop,2024-01-04 02:46:00
W02270,P0447,C0372,102,78,Mobile,2024-05-29 19:42:00
W02271,P0075,C0149,16,63,TV,2024-01-23 13:35:00
W02272,P0199,C0132,28,47,Mobile,2024-05-27 14:52:00
W02273,P0412,C0189,36,18,TV,2024-02-24 01:07:00
W02274,P0409,C0119,118,70,TV,2024-03-28 03:36:00
W02275,P0445,C0103,51,30,Tablet,2024-01-01 19:18:00
W02276,P0361,C0160,39,45,Laptop,2024-04-04 02:19:00
W02277,P0287,C0342,126,10,Mobile,2024-04-15 02:12:00
W02278,P0182,C0129,132,31,TV,2024-04-17 02:57:00
W02279,P0451,C0175,141,96,Mobile,2024-02-11 23:01:00
W02280,P0097,C0170,14,96,TV,2024-05-03 15:07:00
W02281,P0051,C0183,69,24,Laptop,2024-04-12 10:57:00
W02282,P0314,C0273,102,55,TV,2024-03-14 07:42:00
W02283,P0034,C0297,14,74,TV,2024-04-17 02:01:00
W02284,P0443,C0247,113,15,Mobile,2024-01-17 20:19:00
W02285,P0021,C0373,72,49,Laptop,2024-03-11 05:17:00
W02286,P0184,C0135,108,44,TV,2024-02-10 21:15:00
W02287,P0293,C0213,9,90,Mobile,2024-04-28 11:49:00
W02288,P0064,C0306,120,70,TV,2024-02-14 05:13:00
W02289,P0497,C0258,9,32,Mobile,2024-05-05 06:57:00
W02290,P0403,C0353,64,29,Laptop,2024-02-13 18:21:00
W02291,P0124,C0222,69,37,Tablet,2024-03-10 23:00:00
W02292,P0101,C0148,131,46,Laptop,2024-01-03 03:33:00
W02293,P0119,C0285,32,91,Mobile,2024-03-26 01:13:00
